tuoi,thu_nhap,kinh_nghiem,tuoi_nghe,luong_mong_muon,bien_nhieu_1,nhieu_random,nhieu_uniform,duoc_tuyen
57.450712295168486,87987.10873172004,1.9872325875384278,46.42153204674784,61981.34417861687,42.34001127464663,-1.1140813582330875,-0.9805992901539156,1
47.92603548243223,78492.67365825537,2.7832219939267233,44.03890333204828,59026.0940848516,31.864478045823706,-0.63093083373779,-0.7199103757315419,1
59.715328071510385,61192.60739840348,1.8113701185000581,55.704234790100095,45605.93097276586,29.44113090972229,-0.9420601835742449,-0.35583884936746846,1
72.84544784612038,47061.26444588852,2.5380577055414397,77.71479656359726,38167.86270796434,45.91641759993433,-0.5479958187411378,0.1571706971858995,1
46.48769937914996,73964.46627227179,0.15957799956932162,49.97292512598876,47913.91830010175,36.66140934655953,-0.21415031071118876,-0.8498127083893721,0
46.487945645762295,67869.70770843499,3.3199405610594077,40.51294867111038,54266.40805903559,25.3352034867452,0.8371544863313845,0.8867145974197632,1
73.68819223261087,77903.86440055465,3.0018082130433363,71.38073523317689,50922.24250514493,61.12332427094934,-0.32115903870570245,-0.26983265343119855,1
61.51152093729363,72703.43603363939,1.774367053397714,51.47269680514308,51664.302146552705,51.979675290855525,-1.5856257067695927,0.825168435849646,1
42.95788421097572,80991.05430638671,3.9888685026486077,49.77976263821594,61212.21924108897,20.78571315829459,1.1400678464951604,0.5610436055140435,1
58.13840065378947,49295.29576878864,4.406355206439837,54.15509726394219,43016.22032602552,41.55629505387348,-0.8370901336150396,0.5108745450311623,1
43.04873460781307,86347.88131268651,0.5886602034465387,43.9708067425546,61394.39978208097,42.459652619226645,-0.05872042710462872,0.21343915956446402,0
43.01405369644615,63951.99209384799,1.8559128321506786,51.04022619486787,43333.57455235075,31.965133846348365,0.4465365069407115,0.2535676341036892,1
53.629434073490515,101505.21745250531,1.8462864753190527,46.46772941587116,70868.10255228126,41.191725419438214,0.1996104184027828,0.27600647043249626,1
21.300796330133032,46216.243638208645,1.590145348336703,20.05504613854147,35332.62859789333,13.631965991201028,1.0941795475214755,0.2574427740511642,1
24.126232512304508,94719.27606330498,4.244212262897623,26.382989378113585,72432.60961306625,16.37285688932189,0.4790031433927589,0.1074564627967225,1
41.56568706138541,63958.21566925295,2.7092607918407947,48.44444390420492,47097.269827331016,21.562494058021606,-0.861309579697108,0.9728280369657778,1
34.80753319498364,46971.63992771103,2.603227738034084,30.249296178602698,35342.48818791291,9.806395698926899,2.178562173991662,0.4645811348513922,1
54.71370998892911,50322.28331891357,-0.005793546610130207,39.61019000059045,37305.41199480217,62.18878027069755,0.19433346333823323,0.5538927767850423,0
36.37963886718184,53593.0538361136,3.9531270453138396,36.84791680170048,41891.750534642626,26.47420823336318,-0.14734022662150623,0.7449256301673484,1
28.815444479970626,68483.31892803832,1.1411124077197912,35.81105958353111,49385.71812911929,19.858181705179494,0.9639254230555709,-0.5687204745483017,1
71.98473153382331,70456.70976070999,3.0898989453994923,73.58909397575279,60464.355014837856,49.12386885369631,0.24945094593007222,-0.8323916818098784,1
46.61335549270196,48525.99992122842,3.4160654069372876,44.97487758373458,34821.25014461405,27.567653393578357,0.3992281929393271,-0.034211126802802694,0
